candidate_id,kind,name,street,city,region,postal_code,lat,lng,summary,category,disability_literate,disabled_owned,disabled_led,attribute_count,flags,source_url,source_notes
buffalo-rehab-group-depew,provider,Buffalo Rehab Group Physical & Occupational Therapy (Depew),5190 Transit Road,Depew,Erie County,14043,,,Depew clinic of a 16-location WNY physical and occupational therapy group whose specialties include neurologic therapy and post-operative rehabilitation.,healthcare,True,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://buffalorehab.com/physicaltherapylocations/depew-ny/,"Provider website (Depew location page + homepage, fetched 2026-07-10). Depew address quoted: '5190 Transit Rd, Depew, NY 14043'. Lead gave no street (chain: 16 WNY sites) — Depew chosen as the concrete Erie County site matching a lead-named town. disability_literate true on the site's named Neurologic Therapy specialty: 'Improve mobility, balance, and function following neurological conditions or injuries.' Lead copy claimed 'ADA-accessible facilities' but the site publishes no such statement — no attribute claimed (only 'our Depew clinic has a convenient parking lot available', which is not an accessibility statement). ADA MDE recruitment target."
buffalo-therapy-services-kaleida-mfsh,provider,Buffalo Therapy Services - Millard Fillmore Suburban Hospital (Kaleida Health),"705 Maple Road, Suite 100",Williamsville,Erie County,14221,,,"Kaleida Health hospital-affiliated outpatient center providing physical therapy, occupational therapy, and speech-language pathology, including rehabilitative care for neurological disorders.",healthcare,True,False,False,1,general_accessible_flag_only;mde_recruit_pt_ot,https://www.kaleidahealth.org/care/Buffalo-Therapy-Services,"Health-system website (URL loads but renders only summary/location content server-side) corroborated by 211WNY provider page 5177 (fetched 2026-07-10), which lists 'Buffalo Therapy Services - Millard Fillmore Suburban Hospital, 705 Maple Road Suite 100' (211 says Amherst NY 14221; postal locality is Williamsville), phone 716-580-7360 matching the lead. 211 services quote: 'Occupational Therapy, Physical Therapy, Speech and Language Pathology' offering 'rehabilitative care for a variety of orthopedic problems including spine injuries... joint replacements, and neurological disorders' — basis for disability_literate true. Access claim is the bare 211 flag 'Handicap Accessible? Yes' → single conservative entrance_step_free claim only (general_accessible_flag_only). Lead's driver-evaluation/vision-rehab claims could not be verified first-party — not asserted. No MDE statements — strong hospital-affiliated ADA MDE recruitment target."
ecmc-center-for-rehabilitation-services-outpatient,provider,ECMC Center for Rehabilitation Services - Outpatient Therapy,462 Grider Street,Buffalo,Erie County,14215,,,"Hospital-based outpatient rehabilitation center at ECMC with specialty programs in spinal cord injury, amputation, stroke/neuro rehabilitation, wheelchair seating evaluations, and driver rehabilitation.",healthcare,True,False,False,1,general_accessible_flag_only;mde_recruit_pt_ot,https://www.ecmc.edu/health-services/rehabilitation-services/outpatient-therapy-services/,"Hospital website (fetched 2026-07-10): 'Center for Rehabilitation Services, ECMC Main Building, 462 Grider Street, Buffalo, NY 14215'. disability_literate true on multiple explicit programs, quoted: 'comprehensive, skilled outpatient program for both traumatic and non-traumatic spinal cord injury'; amputation rehab with 'specialized, interdisciplinary services for patients with upper or lower extremity limb loss'; 'comprehensive seating and positioning evaluations for individuals who require the use of manual wheelchairs, power wheelchairs, or scooters'; the only 'medical-based evaluation program in WNY' for driver rehabilitation. Access claim: 211WNY page 7410 (ECMC OT Driver Evaluation, same 462 Grider St address) shows bare 'Handicap Accessible? Yes' → one conservative entrance_step_free claim (general_accessible_flag_only); 211 also notes 'Vehicle equipped with modifications to address multiple levels of ability' (no matching attribute key — noted only). No published MDE (exam table/scale) statements — flagship ADA MDE recruitment target."
excelsior-orthopaedics-pt-ot-amherst,provider,Excelsior Orthopaedics Physical & Occupational Therapy,"3925 Sheridan Drive, Suite 110",Amherst,Erie County,14226,,,"Physical and occupational therapy center on the Excelsior Orthopaedics campus in Amherst, with hand, foot and ankle, and spine specialty centers.",healthcare,False,False,False,0,coverage_only_no_attributes;source_fetch_403_reverify;mde_recruit_pt_ot,https://www.excelsiorortho.com/location/amherst/,"Provider website returned HTTP 403 to automated fetch (2026-07-10) — details from search excerpts of excelsiorortho.com and directory listings: '3925 Sheridan Dr Ste 110, Amherst, NY 14226', phone (716) 250-6500 (matches lead); Amherst is the practice HQ campus; 'PT/OT patients should use Door #14, located to the right of the main entrance' (wayfinding note, not an accessibility claim — no attribute asserted). Services per excerpts: 'General Orthopaedic evaluation and treatment, Physical & Occupational Therapy', Hand/Foot and Ankle/Spine centers. Re-verify page content manually. Ortho practice, no disability-specific program found: disability_literate false. ADA MDE recruitment target."
family-care-physical-therapy-buffalo,provider,Family Care Physical Therapy,1515 Kensington Avenue,Buffalo,Erie County,14215,,,Outpatient physical therapy practice with clinics on Kensington Avenue in Buffalo and on Sheridan Drive in Williamsville.,healthcare,False,False,False,0,coverage_only_no_attributes;source_fetch_403_reverify;mde_recruit_pt_ot,https://familycarept.com/,"Provider website is live (indexed pages: /about-us, /our-services, /appointments) but presented an expired TLS certificate at fetch time (2026-07-10) — treated per the 403 rule: details from search excerpts; re-verify. Excerpts of familycarept.com/appointments list two locations: '1515 Kensington Ave, Buffalo, NY 14215' and '5225 Sheridan Dr #21, Williamsville, NY 14221' (lead phone 716-565-0818 matches the Williamsville listing). Lead's '777 Hopkins Rd' address appears nowhere — replaced with the corroborated Buffalo site. Lead's stroke-recovery claim not verifiable first-party: disability_literate false pending site re-fetch. No access/MDE statements found — ADA MDE recruitment target."
first-step-physical-therapy-cheektowaga,provider,First Step Physical Therapy,"2564 Walden Avenue, Suite 105",Cheektowaga,Erie County,14225,,,"One-on-one physical therapy clinic in Cheektowaga specializing in neurological rehabilitation for spinal cord injury, stroke, Parkinson's disease, and traumatic brain injury.",healthcare,True,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://firststeppt.com,"Provider website (fetched 2026-07-10) confirms lead verbatim: 'First Step Physical Therapy, 2564 Walden Ave., Suite 105, Cheektowaga, NY 14225', phone (716) 288-7427. disability_literate true on explicit neuro-rehab programs: dedicated condition pages for spinal cord injury, stroke, Parkinson's ('tremors, stiffness, slowness, and balance problems'), and TBI; model quoted: '1 on 1 Physical Therapy... True Individualized Care: Just You and Your Therapist, Every Session.' No physical-access or MDE statements published — priority ADA MDE recruitment target given its wheelchair-using patient population."
glover-physical-therapy-cheektowaga,provider,Glover Physical Therapy and Pain Rehabilitation,"3620 Harlem Road, Suite 2",Cheektowaga,Erie County,14215,,,"Outpatient physical therapy and pain rehabilitation clinic in Cheektowaga, operating since 2003, focused on chronic pain and orthopedic post-surgical care.",healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://glovertherapy.com,"Provider website (homepage fetched 2026-07-10; address corroborated by the site's own /aboutus.html excerpt): '3620 Harlem Rd - Suite 2 Cheektowaga NY 14215', phone (716) 446-9500 matching lead; city corrected Buffalo→Cheektowaga. Services quoted: 'chronic pain syndromes; pain related to orthopedic injuries; general medical and orthopedic post-surgical pain'; treats 'neuromuscular disabilities, balance and gait abnormalities' (condition-list mention, not a named program — disability_literate kept false conservatively). No access/MDE statements — ADA MDE recruitment target."
northtown-buffalo-physical-therapy-williamsville,provider,Northtown Buffalo Physical Therapy,"5225 Sheridan Drive, Suite 21 (Georgetown Square)",Williamsville,Erie County,14221,,,"Hands-on outpatient physical therapy clinic in Georgetown Square, Williamsville, also offering personal training and a preventative stretch program.",healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://www.northtownphysicaltherapy.com/,"Provider website (fetched 2026-07-10): 'Georgetown Square, 5225 Sheridan Dr. Suite #21, Williamsville, NY 14221'; phone 716-631-2626 matches lead. Lead's address (1515 Kensington Ave) actually belongs to Family Care Physical Therapy — corrected; lead's domain northtownpt.com shows only 'We're under construction' (replaced with the practice's live domain). Services quoted: 'Individualized Treatment' with a 'hands on approach to identify the source of your problem'; 'Stretch Out Program' for 'Preventative Care'. Caveat: Family Care PT's Williamsville listing cites the same suite — confirm current occupancy during outreach. No access/MDE statements — ADA MDE recruitment target. disability_literate false."
nurse-practitioner-adult-health-pc,provider,Nurse Practitioner-Adult Health PC (Adult Health DNP),2234 Seneca St,Buffalo,Erie County,14210,,,"Adult-health nurse practitioner practice specializing in medical cannabis certification and management, seeing patients in person at its Seneca Street office weekdays 9-5 with telehealth follow-ups.",healthcare,False,True,True,0,sdvob_veteran_subset;disabled_owned_needs_attestation,https://sdves.ogs.ny.gov/business-search/77bb9c73-7e83-42f5-9e33-8568bd81f09d,"NYS OGS SDVOB certified, control number 232083; state API record shows physical address 2234 Seneca St Buffalo 14210, owner 100% ownership, isServiceDisabled=true (cert basis: >=51% ownership + day-to-day control by service-disabled veteran(s)). Practice site cannabisdoctorbuffalo.com confirms in-person patients at this address, Mon-Fri 9am-5pm, and describes the practice as veteran owned and operated. No accessibility features stated on the site, so no attribute claims. NEEDS OWNER SELF-ATTESTATION AT ONBOARDING."
performance-sports-physical-therapy-cheektowaga,provider,"Performance Sports Physical Therapy, PC",1317 Harlem Road,Cheektowaga,Erie County,14206,,,"Manual-therapy-based outpatient physical therapy clinic on Harlem Road, founded in 1995, treating surgical, sports, vestibular, and gait-instability conditions.",healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://www.performsportspt.com/,"Provider website (directions + treatment-services pages fetched 2026-07-10): 'Performance Sports Physical Therapy, PC, 1317 Harlem Road, Cheektowaga, NY 14206' (lead said Buffalo — corrected to Cheektowaga per the site); phone 716-674-1509 matches. Lead's domain performancesportstherapy.com is parked for sale — replaced with the live first-party domain. Services quoted: 'Vestibular and Balance Impairments', 'Neurological Disorders', 'Gait Instability and Difficulty Walking', 'Total Joint Replacements' (condition list on a manual/sports practice — disability_literate false conservatively). No access/MDE statements — ADA MDE recruitment target."
phoenix-physical-therapy-amherst,provider,Phoenix Physical Therapy (Amherst),"4498 Main Street, Suite 24",Amherst,Erie County,14226,,,Therapist-owned physical therapy clinic in Amherst (with a second Clarence location) delivering individualized manual therapy and therapeutic exercise.,healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://www.phoenixptny.com/locations/,"Provider website (fetched 2026-07-10): 'Amherst: 4498 Main Street, Suite #24, Amherst, New York 14226' plus Clarence at 8865 Sheridan Drive (both Erie County); phone (716) 839-1550 matches lead. Lead's website (phoenixphysicaltherapy.com) is an unrelated national chain with no Erie County sites, and lead street 60 N Maple Rd unverified — both corrected to the local practice's own site. Quoted: 'a therapist owned clinic designed to deliver high quality Physical Therapy treatments that are individualized and integrated with manual therapy techniques and therapeutic exercise prescription.' No access/MDE statements — ADA MDE recruitment target. disability_literate false."
prescribed-motion-williamsville,provider,Prescribed Motion - Physical Therapy & Exercise,5501 Main Street,Williamsville,Erie County,14221,,,"One-on-one physical therapy, functional exercise, and Pilates studio in Williamsville run by Doctors of Physical Therapy.",healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://prescribedmotion.com,"Provider website (fetched 2026-07-10) lists '5501 Main Street, Williamsville, New York 14221' — lead's 1630 Maple Rd Ste 100 does not appear on the site (apparent relocation; site address used). Services quoted: 'Physical Therapy' delivered 'privately... 1-on-1 with your therapist'; 'carefully designed training sessions developed by a Doctor of Physical Therapy'; Running Gait Analysis. No access/MDE statements — ADA MDE recruitment target. Generic PT/fitness studio: disability_literate false."
res-physical-medicine-rehab-buffalo,provider,RES Physical Medicine & Rehab,"3871 Harlem Road, Suite 1",Buffalo,Erie County,14215,,,Family-owned pain management and physical medicine clinic on Harlem Road specializing in NY State no-fault auto-accident injury rehabilitation.,healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://respmr.com,"Provider website (fetched 2026-07-10): 'RES PHYSICAL MEDICINE & REHAB, 3871 HARLEM ROAD, SUITE 1 BUFFALO, NY 14215'; phone 716-681-4088 matches lead. Lead's '80 Maple Rd Ste 2' address appears nowhere (site + search) — corrected to the site's Harlem Road address. Services quoted: 'pain management' for 'acute or chronic pain from an auto injury'; also an Opioid Use Disorder program. Lead's 'on-site adaptive equipment' claim not found on the site — no attribute asserted. No access/MDE statements — ADA MDE recruitment target (physiatry practice: exam tables/scales directly in scope). disability_literate false."
trilogy-physical-therapy-mog-amherst,provider,Trilogy Physical Therapy and the Medically Oriented Gym (Amherst),3970 Harlem Road,Amherst,Erie County,14226,,,"Amherst clinic combining outpatient physical therapy with a Medically Oriented Gym offering medical fitness, aquatic therapy, chronic pain treatment, and fall-prevention programming.",healthcare,False,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://mytrilogy.org/physical-therapy-clinic/amherst-ny/,"Provider website (fetched 2026-07-10): 'Trilogy Physical Therapy is located at 3970 Harlem Rd, Amherst, NY 14226', phone (716) 839-3705. Lead's domain trilogymog.com is dead (DNS) and lead street 3500 Sheridan Dr is wrong — the Sheridan Drive site is their Kenmore clinic (1491 Sheridan Dr); corrected to the Amherst location per the lead's Amherst address. Services quoted: 'physical therapy', 'Medically Oriented GYM', aquatic therapy, treatments for 'chronic pain and fall prevention'. Lead copy's 'ADA-accessible environment' not stated on site — no attribute asserted. No MDE statements — ADA MDE recruitment target. disability_literate false (medical-fitness programming is general-population)."
wny-physical-occupational-therapy-group-depew,provider,Western New York Physical & Occupational Therapy Group PLLC (Depew),"6301 Transit Road, Suite A",Depew,Erie County,14043,,,"Depew headquarters of a large therapist-founded WNY physical and occupational therapy practice offering orthopedic, pre/post-surgical, vestibular, and neurological therapy.",healthcare,True,False,False,0,coverage_only_no_attributes;mde_recruit_pt_ot,https://www.wnyptot.com,"Provider website (fetched 2026-07-10) confirms 'Corporate Office: 6301 Transit Road, Suite A, Depew, NY 14043' (the only Erie County site listed; Chaffee and Salamanca branches are outside Erie County — this record is the Depew site per the lead). Founder/CEO Walter R. Szymanski is a Physical Therapist. Services quoted: 'Physical Therapy' for 'orthopedic injuries, low back, and neck pain', 'pre & post-surgical rehabilitation', 'Vestibular Therapy' and 'Neurological Therapy' — the named neurological/vestibular service lines are the basis for disability_literate true. No access/MDE statements — ADA MDE recruitment target (OT services make exam-table/scale attestation directly relevant)."
buffalo-arts-studio,place,Buffalo Arts Studio,"2495 Main St, Suite 500 (Tri-Main Center)",Buffalo,Erie County,14214,,,"Nonprofit arts center in the Tri-Main Center offering exhibitions, affordable studio space, and community arts education, with a published facility accessibility page.",arts_culture,,False,False,2,general_accessible_flag_only,https://buffaloartsstudio.org/accessibility/,"Org website + dedicated first-party accessibility page (fetched 2026-07-10; note www subdomain does not resolve — use apex domain). Mission: 'Buffalo Arts Studio believes that artists and curators can effect change through purposeful collaborations that balance community needs, artistic insight, and educational impact.' Two attributes are explicit on the accessibility page (quotes recorded per attribute). Entrance is NOT claimed step-free: page says 'Visitors can access our space via accessible entrances, elevators, and reserved parking' and 'A wheelchair lift is available directly to your left upon entering the TriMain building' — general/lift-dependent wording, so no entrance_step_free claim; general_accessible_flag_only covers it. Honest caveat also on page: 'Visitors will encounter industrial concrete floors that may have uneven surfaces and raised transitions in the lobby and hallways.' Correct address is 2495 Main St Suite 500 (the lead said 2495 Main St; Suite 443 next door is Arts for Learning WNY — different org). Not a disability-mission org; recorded as an arts venue. Operating; site notes a temporary closure June 28-July 6, 2026 (passed)."
es-and-es-enterprises-49-express-pit-stop,place,"ES & ES Enterprises, LLC (49 Express Pit Stop)",409 Bloomingdale Rd,Akron,Genesee County,14001,,,"Full-service gas station and convenience store (49 Express Pit Stop) selling fuel, bottled water, gifts, souvenirs, and camping supplies at 409 Bloomingdale Rd.",business,,True,True,0,outside_erie_county;sdvosb_federal_cert;sdvob_veteran_subset;disabled_owned_needs_attestation;storefront_status_unconfirmed,https://search.certifications.sba.gov/profile/P4NPNZZLWGB2/4TXK8,"Federal SBA VetCert SDVOSB, active since 08/01/2024 (UEI P4NPNZZLWGB2, CAGE 4TXK8; cert basis: >=51% service-disabled-veteran ownership + control; also identifies as Native American owned). SBA capabilities narrative states 'Bottled Water, Gas Station, Gifts, Novelties, Souvenirs, Camping Survival Supplies'; Yelp confirms the 49 Express Pit Stop gas station operates at the same 409 Bloomingdale Rd address. CAVEAT (reason for storefront_status_unconfirmed): the company's own site esandesenterprises.com presents only B2B first-responder/tactical equipment distribution - confirm the certified entity operates the retail station before import. SBA lists Genesee County (some registries give Basom NY 14013); zip 14001 is Akron. NEEDS OWNER SELF-ATTESTATION AT ONBOARDING."
escarpment-arms,place,"Escarpment Arms, Inc.",3580 Lockport-Olcott Rd,Lockport,Niagara County,14094,,,Retail firearms and ammunition store offering gunsmithing and NYS pistol-permit and live-fire training classes at a visitable storefront in Lockport.,business,,True,True,0,outside_erie_county;sdvob_veteran_subset;sdvosb_federal_cert;disabled_owned_needs_attestation,https://sdves.ogs.ny.gov/business-search/73218d62-1ad0-4d74-bcd9-3f0aebe40521,"Dual-certified: NYS OGS SDVOB control number 221378 AND federal SBA SDVOSB active since 01/28/2022 (UEI EDPVJKD8R338, CAGE 8H3C5, profile https://search.certifications.sba.gov/profile/EDPVJKD8R338/8H3C5). Both certs require >=51% service-disabled-veteran ownership + control. Business site escarpmentarms.com confirms storefront hours (Tue-Fri 10-6, Sat 10-4). No accessibility features stated on the site, so no attribute claims. NEEDS OWNER SELF-ATTESTATION AT ONBOARDING."
la-ffoca-dispensary,place,LA FFOCA (L A FFOCA LLC),1618 18th St,Niagara Falls,Niagara County,14305,,,NYS-licensed adult-use retail cannabis dispensary with a walk-in storefront and posted daily hours in Niagara Falls.,business,,True,True,0,outside_erie_county;sdvob_veteran_subset;disabled_owned_needs_attestation,https://sdves.ogs.ny.gov/business-search/ceee007c-83f6-461f-9861-47f52f2631f8,"NYS OGS SDVOB certified, control number 242227; state API shows owner at 100% ownership with isServiceDisabled=true (cert basis: >=51% ownership + control). Also holds one of NY's first service-connected disabled veteran (SCDV) OCM cannabis retail licenses (OCM-RETL-24-000261 per findweedny.com). Storefront operation confirmed via laffoca.com and Leafly (posted retail hours, in-store pickup). EDITORIAL NOTE: prior sweep reviewed and excluded Combat Vet Cannabis (Erie) for unstated reasons - apply the same editorial standard here before import. NEEDS OWNER SELF-ATTESTATION AT ONBOARDING."
national-seating-mobility-west-seneca,place,National Seating & Mobility - Buffalo (West Seneca),"19 Ransier Dr, Ste 5B",West Seneca,Erie County,14224,,,"Erie County branch of a national complex rehab technology supplier offering custom wheelchairs, seating, stairlifts, ramps, medical supplies and equipment service and repair, with posted business hours.",business,,False,False,0,coverage_only_no_attributes,https://locations.nsm-seating.com/ny/west-seneca/19b-ransier-drive,"First-party branch page: address '19 Ransier Dr Ste 5B, West Seneca, NY 14224', phone (716) 674-0783. Exact wording: 'Custom Accessible Wheelchairs, Stairlifts & Ramps'; services listed include power and manual wheelchairs, cushions, custom molds, accessibility solutions, medical supplies, and service & repair. Posted opening time (8:30 AM) indicates a visitable branch, though CRT branches typically run scheduled evaluations rather than retail browsing - kept as a place on the posted-hours basis. Important: 'Accessibility' on their page is a PRODUCT category (things they sell), not a statement about their own premises - no attribute claims inferred. No premises-access statements found."
pro2-llc-cpap-center-williamsville,place,Pro2 LLC - CPAP Center (Williamsville),"5759 Main St, Suite 200",Williamsville,Erie County,14221,,,"Walk-in Williamsville location of a Western New York respiratory equipment supplier providing CPAP/BiPAP fitting, setup and supplies plus home oxygen therapy, open to visitors during posted business hours.",business,,False,False,0,coverage_only_no_attributes,https://pro2llc.com/locations/,"First-party locations page confirms '5759 Main St, Suite 200, Williamsville NY 14221' with posted hours (Mon-Fri 8:30am-1pm, 2pm-5pm) and states all three WNY locations are open to visitors during business hours - visitable retail-style premises, hence a place. Homepage self-description: 'Expert fitting, setup, and ongoing supply management for sleep apnea therapy' and 'reliable oxygen therapy equipment and regular tank refills.' Two sibling locations exist (1120 Youngs Rd Suite 100, Williamsville; 3586 California Rd, Orchard Park - both also Erie County) if the directory wants them as separate places later. Lead address confirmed as-is. No statements about the premises' own physical access - zero attribute claims."
sheridan-surgical,place,Sheridan Surgical,4513 Bailey Ave,Buffalo,Erie County,14226,,,"Retail home medical equipment store supplying mobility aids, bathroom safety items and compression garments, with posted walk-in hours six days a week.",business,,False,False,0,coverage_only_no_attributes,https://sheridansurgical.com/,"First-party site: self-description 'Supplying home medical equipment and compression' and 'been serving the home healthcare needs for all of western New York.' ADDRESS CORRECTED from the lead: the site lists 4513 Bailey Ave, Buffalo, NY 14226 - not the lead's 3316 Sheridan Dr, Amherst (apparent relocation; use the site's address). Posted retail hours (Mon-Fri 9am-5pm, Sat 9am-3pm) indicate a walk-in storefront, hence a place. No statements about the store's own physical access (entrance, parking, restroom) - zero attribute claims."
valley-motorsports-and-service,place,Valley Motorsports and Service,6974 Charlotte Center Rd,Sinclairville,Chautauqua County,14782,,,"Retail dealership and repair shop for lawn and outdoor power equipment (Ferris, Snapper, Simplicity, Shindaiwa, Snowdog) that customers visit in person, established 2003.",business,,True,True,0,outside_erie_county;sdvob_veteran_subset;disabled_owned_needs_attestation,https://sdves.ogs.ny.gov/business-search/eaf86732-1c91-48b2-9bb5-54e67bece2cb,"NYS OGS SDVOB certified (legal name 'David F. Richir dba Valley Motorsports and Service'), control number 141071; owner flagged isServiceDisabled=true in the state API (cert basis: >=51% ownership + control). Business site valleymotorsportsny.com confirms a visitable storefront with posted hours (Tue-Fri 9-5, Sat 9-1). No accessibility features stated on the site, so no attribute claims. NEEDS OWNER SELF-ATTESTATION AT ONBOARDING."
